PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,m_DistanceToCurrentIndicatorCube,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportStart.x,TeleportStart.y,TeleportStart.z,TeleportEnd.x,TeleportEnd.y,TeleportEnd.z
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,5.775852,18.69614,35.45525,-23.88364,44.9004,-13.53729,-23.88616,44.47834,-13.30536,-23.55816,44.34338,-13.5581,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,5.476293,18.85804,35.77612,-23.5665,44.90054,-13.48906,-23.56939,44.47823,-13.25763,-23.24117,44.34251,-13.5068,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,5.226292,18.99294,36.03778,-23.31214,44.90032,-13.42789,-23.31571,44.4782,-13.19823,-22.98781,44.34318,-13.44646,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,4.960584,19.12504,36.31213,-23.04996,44.89981,-13.34721,-23.05405,44.47758,-13.1191,-22.72671,44.34341,-13.36745,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,4.694489,19.26225,36.58346,-22.79686,44.89984,-13.24955,-22.80033,44.47659,-13.02352,-22.47327,44.34233,-13.27143,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,4.39226,19.41506,36.89117,-22.51215,44.89993,-13.13292,-22.5146,44.47685,-12.90844,-22.18697,44.3414,-13.15194,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,4.141273,19.5443,37.15672,-22.25642,44.89994,-13.06381,-22.25894,44.47754,-12.84001,-21.92995,44.34022,-13.07954,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,3.907045,19.67763,37.42267,-21.99242,44.90028,-13.03195,-21.99418,44.47742,-12.80937,-21.66533,44.34078,-13.04446,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,3.668451,19.81772,37.69665,-21.72089,44.90079,-12.99558,-21.71764,44.4776,-12.77757,-21.39324,44.34308,-13.00976,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,3.396382,19.99432,38.00476,-21.4188,44.90102,-12.93518,-21.41082,44.47908,-12.72365,-21.09046,44.34639,-12.94962,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,3.086835,20.15461,38.35476,-21.07943,44.90092,-12.84985,-21.06944,44.47778,-12.64281,-20.74649,44.34391,-12.85839,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,2.851224,20.28654,38.6209,-20.82479,44.90099,-12.77245,-20.81331,44.4782,-12.56841,-20.48545,44.33957,-12.77091,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,2.612301,20.44132,38.89186,-20.56866,44.9003,-12.68414,-20.55643,44.47771,-12.48316,-20.22376,44.33678,-12.67373,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,2.351672,20.57164,39.19027,-20.29023,44.89946,-12.57688,-20.27728,44.47694,-12.37902,-19.94633,44.33852,-12.56992,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,2.086309,20.74112,39.49692,-20.00978,44.89835,-12.45294,-19.99918,44.47688,-12.25818,-19.67178,44.34287,-12.46266,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,1.854511,20.87663,39.76872,-19.76669,44.8973,-12.33141,-19.75943,44.4764,-12.13903,-19.42924,44.34279,-12.3384,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,1.579221,21.04081,40.09999,-19.47818,44.89594,-12.16868,-19.47554,44.47723,-11.97694,-19.14136,44.3425,-12.17069,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,1.352487,21.18066,40.38701,-19.23487,44.8948,-12.01648,-19.23933,44.47912,-11.8219,-18.90027,44.3434,-12.01178,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,1.128937,21.34314,40.69401,-18.98307,44.89252,-11.8409,-19.00155,44.48388,-11.64256,-18.65339,44.34544,-11.82557,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.9466221,21.49917,40.98628,-18.75296,44.88932,-11.66103,-18.78,44.48302,-11.46494,-18.43102,44.34688,-11.63367,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.7949923,21.63179,41.28553,-18.54181,44.88597,-11.44974,-18.57322,44.4817,-11.25909,-18.22643,44.3476,-11.41186,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.7690755,21.77076,41.42919,-18.44299,44.88314,-11.3692,-18.48425,44.48466,-11.18424,-18.13357,44.34862,-11.3181,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.7566003,21.90514,41.44676,-18.45964,44.87895,-11.36565,-18.52102,44.49133,-11.18794,-18.16183,44.34996,-11.28865,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.7491149,22.03671,41.46163,-18.47428,44.87678,-11.36599,-18.55427,44.49221,-11.19465,-18.19243,44.36079,-11.24261,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.748673,22.17176,41.46726,-18.47742,44.87474,-11.36804,-18.59163,44.49086,-11.20292,-18.22605,44.41893,-11.1541,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.7551923,22.30255,41.47688,-18.46837,44.87428,-11.3709,-18.61761,44.49083,-11.21698,-18.2413,44.47034,-11.04893,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.7635286,22.4378,41.49344,-18.45197,44.87524,-11.37093,-18.63609,44.49132,-11.23884,-18.24334,44.47744,-10.93915,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.7670529,22.56848,41.50922,-18.43701,44.87393,-11.36643,-18.65076,44.48935,-11.25999,-18.23475,44.45194,-10.8654,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.7662739,22.70159,41.52157,-18.42693,44.87102,-11.35999,-18.65582,44.4836,-11.27833,-18.21653,44.42203,-10.82559,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.7667077,22.8409,41.52935,-18.42025,44.87031,-11.35633,-18.65631,44.48405,-11.29234,-18.20737,44.41106,-10.81051,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.7684637,22.97297,41.53657,-18.41349,44.86922,-11.35433,-18.65394,44.48252,-11.29762,-18.21101,44.40694,-10.80677,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.7726147,23.10605,41.54372,-18.40658,44.86806,-11.35525,-18.64795,44.48326,-11.29876,-18.21667,44.40478,-10.80687,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.7769542,23.24289,41.54962,-18.401,44.86816,-11.35683,-18.64176,44.48341,-11.29543,-18.22173,44.40635,-10.80741,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.7798817,23.37604,41.55337,-18.3976,44.86819,-11.35816,-18.63671,44.48426,-11.29129,-18.22133,44.40765,-10.80835,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.7825444,23.50665,41.55665,-18.3955,44.87001,-11.3594,-18.63275,44.48578,-11.28728,-18.21969,44.40861,-10.8078,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.7844808,23.64254,41.55939,-18.39352,44.87167,-11.35985,-18.6305,44.48676,-11.2826,-18.2195,44.4135,-10.80486,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.7846252,23.77567,41.56136,-18.39474,44.87207,-11.36075,-18.6279,44.48876,-11.27799,-18.22088,44.41862,-10.80297,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.7835453,23.91016,41.56416,-18.39728,44.87303,-11.36081,-18.627,44.48956,-11.27528,-18.22044,44.41661,-10.80364,,,,,,,
Walk,Complexity,Walk,1,Task1,0.5036428,0.7,0.1963572,0.7815117,24.04407,41.56885,-18.40172,44.87426,-11.36087,-18.62969,44.48769,-11.27395,-18.21835,44.41012,-10.80605,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,6.999872,24.20833,41.57386,-18.40649,44.87549,-11.361,-18.63147,44.48589,-11.27218,-18.21798,44.4105,-10.80805,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,7.002577,24.33462,41.57805,-18.41001,44.87707,-11.36203,-18.63213,44.48452,-11.26737,-18.22069,44.41479,-10.81099,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,7.003521,24.47115,41.58672,-18.41292,44.88506,-11.36112,-18.62823,44.47621,-11.24807,-18.2483,44.44901,-10.86213,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,7.000461,24.60151,41.59778,-18.41105,44.89534,-11.35824,-18.60101,44.45661,-11.21273,-18.30833,44.47546,-10.98254,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,21.43819,24.73757,57.96181,-34.49041,44.90115,-14.02875,-34.63854,44.42406,-13.84268,-34.46635,44.45959,-13.74898,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,21.43925,24.8791,57.96844,-34.48889,44.90323,-14.03468,-34.5923,44.40968,-13.82983,-34.46355,44.43906,-13.78377,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,21.4435,25.01375,57.97454,-34.49101,44.90295,-14.04036,-34.56128,44.40506,-13.82759,-34.44544,44.43117,-13.80168,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,21.45303,25.19131,57.98901,-34.49539,44.90394,-14.05391,-34.53708,44.39997,-13.82417,-34.43319,44.4196,-13.8191,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,21.46583,25.35428,58.00305,-34.50497,44.90489,-14.06379,-34.52859,44.40195,-13.82336,-34.42424,44.41535,-13.82631,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,21.47498,25.48923,58.01237,-34.51347,44.90398,-14.06723,-34.53406,44.40195,-13.81975,-34.4255,44.39499,-13.82697,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,21.48329,25.65417,58.02176,-34.52137,44.90065,-14.07005,-34.54685,44.3918,-13.81424,-34.43253,44.38124,-13.82771,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,21.49426,25.79093,58.03425,-34.52924,44.89835,-14.07937,-34.55949,44.39007,-13.80997,-34.44155,44.37258,-13.82635,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,21.50094,25.92686,58.04314,-34.53372,44.89573,-14.08581,-34.56745,44.38998,-13.80828,-34.45832,44.36914,-13.82307,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,21.50438,26.0704,58.05463,-34.53325,44.88974,-14.09544,-34.57409,44.3943,-13.81122,-34.46319,44.37407,-13.82582,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,21.50503,26.214,58.06045,-34.53199,44.8879,-14.09987,-34.58141,44.39746,-13.81653,-34.46737,44.3755,-13.83089,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,21.49422,26.3862,58.07703,-34.52492,44.88553,-14.0893,-34.59017,44.40187,-13.82062,-34.47451,44.38003,-13.8335,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,21.47488,26.5404,58.11594,-34.51142,44.91544,-14.07123,-34.59584,44.401,-13.81787,-34.47892,44.37814,-13.82941,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,21.46147,26.67252,58.19314,-34.48975,44.98802,-14.08422,-34.599,44.40381,-13.81457,-34.4787,44.3771,-13.8283,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,21.44727,26.83093,58.31834,-34.43485,45.0578,-14.16831,-34.61154,44.40429,-13.81088,-34.48869,44.38132,-13.82028,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,21.38761,26.9621,58.44775,-34.33362,45.07639,-14.2453,-34.62281,44.3944,-13.80009,-34.49511,44.36462,-13.80718,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,21.24709,27.09959,58.61131,-34.17568,45.0696,-14.25227,-34.62308,44.38318,-13.77725,-34.4889,44.35159,-13.78102,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,21.03545,27.26664,58.89059,-34.02547,44.93475,-14.07819,-34.60213,44.38151,-13.73574,-34.46498,44.3485,-13.73669,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.8807,27.43451,59.27457,-33.97302,44.65244,-13.82399,-34.55548,44.36881,-13.68421,-34.41183,44.33067,-13.68772,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.79067,27.57643,59.61651,-33.95962,44.37415,-13.62742,-34.49931,44.33533,-13.61434,-34.34769,44.29227,-13.62055,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.69934,27.7079,59.89388,-33.903,44.12697,-13.51689,-34.45018,44.30205,-13.55058,-34.29973,44.25566,-13.55165,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.61617,27.84797,60.09884,-33.83118,43.94422,-13.45981,-34.40257,44.26835,-13.47982,-34.24934,44.22688,-13.47259,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.54147,28.00581,60.23422,-33.75505,43.89823,-13.4435,-34.3714,44.23034,-13.40135,-34.23257,44.19674,-13.37777,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.5233,28.18493,60.29774,-33.72833,43.87741,-13.45754,-34.35875,44.20649,-13.34062,-34.23864,44.18404,-13.30487,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.51844,28.3184,60.31681,-33.71987,43.86802,-13.46396,-34.35237,44.18382,-13.30065,-34.24983,44.16415,-13.25787,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.51922,28.45326,60.34172,-33.72512,43.86624,-13.45364,-34.34383,44.1693,-13.26976,-34.24664,44.14738,-13.22647,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.52667,28.60375,60.35257,-33.72936,43.86443,-13.46241,-34.33442,44.16318,-13.24939,-34.238,44.13318,-13.20953,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.52515,28.74389,60.35851,-33.7277,43.8643,-13.46242,-34.32087,44.15668,-13.22995,-34.22637,44.12171,-13.20308,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.52606,28.8987,60.3634,-33.72842,43.86349,-13.46296,-34.31746,44.14637,-13.20742,-34.21967,44.11172,-13.19648,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.52614,29.03571,60.36536,-33.72867,43.86283,-13.46253,-34.31782,44.13102,-13.1791,-34.24065,44.08432,-13.17079,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.5251,29.17026,60.36703,-33.72804,43.86272,-13.46135,-34.33592,44.10612,-13.16559,-34.23912,44.06758,-13.1485,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.52425,29.32103,60.36869,-33.72765,43.86199,-13.46004,-34.33918,44.08174,-13.15707,-34.23852,44.05512,-13.12365,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.52279,29.47743,60.37105,-33.7268,43.86121,-13.45825,-34.33627,44.0534,-13.15175,-34.23566,44.0472,-13.1128,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.52134,29.64387,60.3735,-33.72598,43.86019,-13.4564,-34.34188,44.05414,-13.13629,-34.2303,44.04562,-13.10746,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.52051,29.81401,60.37563,-33.72577,43.85923,-13.45469,-34.34561,44.0476,-13.12838,-34.2226,44.04726,-13.112,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.51968,29.98025,60.37762,-33.72535,43.85878,-13.45355,-34.34686,44.04741,-13.13086,-34.222,44.04733,-13.11568,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.51886,30.15112,60.37928,-33.72486,43.8585,-13.45258,-34.3479,44.0474,-13.13088,-34.221,44.05333,-13.1352,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.51909,30.31638,60.38024,-33.725,43.85819,-13.4528,-34.3485,44.04761,-13.13305,-34.21832,44.06057,-13.15912,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.52536,30.49579,60.39286,-33.72765,43.86285,-13.46291,-34.34965,44.04832,-13.135,-34.21324,44.05878,-13.1593,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.52553,30.62408,60.39462,-33.7275,43.86369,-13.46377,-34.34692,44.0488,-13.13205,-34.213,44.05968,-13.15936,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.52565,30.76154,60.396,-33.72764,43.86378,-13.46375,-34.34807,44.05136,-13.13977,-34.21483,44.06076,-13.16177,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.5258,30.94403,60.39712,-33.72789,43.86378,-13.46357,-34.34841,44.05254,-13.14384,-34.2148,44.05364,-13.1405,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.52551,31.09735,60.39764,-33.72757,43.86372,-13.46356,-34.34874,44.0536,-13.14718,-34.2179,44.05656,-13.14631,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.52574,31.23506,60.3982,-33.72772,43.86388,-13.4638,-34.34852,44.05433,-13.14866,-34.22036,44.06211,-13.16103,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.52553,31.36817,60.39877,-33.72757,43.86358,-13.4636,-34.3483,44.05441,-13.14983,-34.22099,44.06503,-13.17115,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.52528,31.51728,60.39925,-33.72741,43.86357,-13.46335,-34.34809,44.05465,-13.14996,-34.22119,44.06725,-13.17711,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.52546,31.65395,60.40008,-33.72746,43.86363,-13.46369,-34.34798,44.0543,-13.15028,-34.22125,44.06815,-13.18091,,,,,,,
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,20.5254,31.79522,60.40062,-33.7274,43.86364,-13.46367,-34.34779,44.05411,-13.14926,-34.22023,44.06773,-13.1801,,,,,,,
