elapsedTime,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z
27.09066,-18.39791,44.45304,-11.31059,-18.70415,44.12719,-11.10537,-18.62007,44.15453,-11.02418,
27.25021,-18.40068,44.4532,-11.32131,-18.70129,44.12777,-11.10272,-18.61637,44.15352,-11.0217,
27.43007,-18.41208,44.47279,-11.34023,-18.69878,44.12884,-11.10054,-18.61351,44.15327,-11.01937,
27.59635,-18.42222,44.48143,-11.35542,-18.69906,44.13392,-11.1041,-18.61369,44.16085,-11.02269,
27.76596,-18.44212,44.49209,-11.36825,-18.68963,44.18466,-11.13114,-18.6068,44.22273,-11.05271,
27.95507,-18.44355,44.48882,-11.37624,-18.64023,44.26572,-11.16267,-18.56754,44.30853,-11.08839,
28.10008,-18.43564,44.48724,-11.38157,-18.59034,44.29078,-11.15955,-18.50598,44.32831,-11.08797,
28.25295,-18.44043,44.48812,-11.38177,-18.57104,44.29613,-11.14952,-18.50268,44.32103,-11.07185,
28.39586,-18.44654,44.48811,-11.37753,-18.60289,44.29755,-11.16218,-18.49868,44.37324,-11.06043,
28.57166,-18.45588,44.48779,-11.37399,-18.64896,44.27724,-11.18996,-18.46095,44.47589,-10.9925,
28.77148,-18.46511,44.48896,-11.37216,-18.67276,44.2616,-11.21844,-18.46295,44.51036,-10.8996,
28.91491,-18.47003,44.48975,-11.37128,-18.6799,44.26248,-11.23785,-18.47286,44.4902,-10.85686,
29.07097,-18.47396,44.49044,-11.37071,-18.67748,44.263,-11.24886,-18.48277,44.46857,-10.83083,
29.25111,-18.47623,44.49032,-11.3683,-18.6759,44.25929,-11.25286,-18.47933,44.52214,-10.83199,
29.42074,-18.47727,44.49001,-11.36847,-18.68356,44.25453,-11.25201,-18.46741,44.59598,-10.84852,
29.59618,-18.47639,44.48925,-11.37029,-18.68659,44.25389,-11.25243,-18.46284,44.62914,-10.87423,
29.78123,-18.47566,44.48645,-11.37487,-18.6831,44.25308,-11.25414,-18.47636,44.56611,-10.87256,
29.94735,-18.47482,44.48481,-11.37872,-18.67889,44.25417,-11.25986,-18.4866,44.48808,-10.85688,
30.10001,-18.47146,44.48318,-11.37964,-18.67849,44.25777,-11.26657,-18.49028,44.44776,-10.84765,
30.27401,-18.47078,44.48045,-11.37672,-18.68064,44.258,-11.2696,-18.49276,44.39608,-10.85168,
30.43739,-18.47255,44.47533,-11.37165,-18.68003,44.25781,-11.26935,-18.49468,44.33696,-10.86458,
30.60259,-18.47255,44.4705,-11.3651,-18.67871,44.25745,-11.26868,-18.49562,44.28306,-10.88044,
30.77521,-18.47187,44.46728,-11.36018,-18.67747,44.25745,-11.26828,-18.49762,44.2452,-10.89584,
30.94929,-18.4711,44.46536,-11.35779,-18.67663,44.25758,-11.26823,-18.50076,44.21509,-10.90453,
31.10982,-18.47157,44.4673,-11.35775,-18.67742,44.25689,-11.26813,-18.50133,44.21355,-10.90625,
31.27293,-18.47314,44.46993,-11.3577,-18.67738,44.25599,-11.2672,-18.50137,44.29351,-10.89501,
31.44048,-18.47083,44.47105,-11.3591,-18.67421,44.25769,-11.26669,-18.4921,44.41352,-10.88515,
31.59082,-18.46864,44.47282,-11.36087,-18.67374,44.25872,-11.2683,-18.49368,44.46596,-10.87166,
31.76301,-18.47111,44.47334,-11.36362,-18.67793,44.25801,-11.27287,-18.50384,44.45694,-10.86664,
31.95033,-18.47938,44.47239,-11.36472,-18.68131,44.25383,-11.27349,-18.51317,44.37179,-10.86018,
32.11088,-18.48083,44.47105,-11.36418,-18.68125,44.25357,-11.27483,-18.51142,44.32692,-10.85314,
32.27638,-18.4833,44.46952,-11.36176,-18.68393,44.25179,-11.27554,-18.51764,44.29691,-10.86783,
32.44394,-18.48483,44.46854,-11.36156,-18.6841,44.25402,-11.27939,-18.52797,44.27665,-10.88055,
32.59109,-18.48624,44.46742,-11.36187,-18.68483,44.25398,-11.28055,-18.52869,44.25387,-10.8975,
32.76265,-18.48579,44.46712,-11.36381,-18.68322,44.25373,-11.27987,-18.52593,44.22875,-10.91389,
32.94704,-18.48305,44.46797,-11.36634,-18.68105,44.25514,-11.27983,-18.52314,44.21508,-10.91837,
33.09874,-18.48073,44.46933,-11.36751,-18.67888,44.25657,-11.28033,-18.51922,44.23615,-10.91288,
33.26344,-18.47937,44.46965,-11.3679,-18.67915,44.2563,-11.28036,-18.51255,44.28004,-10.90281,
33.43383,-18.47823,44.46977,-11.3677,-18.67877,44.256,-11.28006,-18.50142,44.32721,-10.88987,
33.60317,-18.47711,44.47003,-11.36859,-18.67822,44.25631,-11.28083,-18.48933,44.34779,-10.8772,
33.77,-18.47945,44.47003,-11.3686,-18.67908,44.25525,-11.28121,-18.49065,44.30388,-10.88418,
33.9394,-18.47924,44.46966,-11.36782,-18.67926,44.25609,-11.28148,-18.49415,44.25193,-10.89745,
34.10727,-18.47826,44.46954,-11.36643,-18.67843,44.25512,-11.28061,-18.50625,44.22506,-10.90096,
34.27259,-18.4783,44.4695,-11.36559,-18.67893,44.25553,-11.28018,-18.50707,44.22228,-10.90205,
34.44373,-18.47732,44.47001,-11.36636,-18.67764,44.25574,-11.27864,-18.50541,44.26218,-10.89828,
34.61123,-18.47633,44.47063,-11.36769,-18.67614,44.25604,-11.27857,-18.49957,44.33488,-10.89452,
34.78391,-18.47556,44.47272,-11.36922,-18.67549,44.25685,-11.27836,-18.48664,44.42645,-10.88956,
34.95141,-18.47373,44.47478,-11.37137,-18.6761,44.25787,-11.27935,-18.47526,44.51835,-10.88595,
35.09881,-18.47142,44.47643,-11.37352,-18.67569,44.259,-11.27871,-18.46185,44.57774,-10.89304,
35.25303,-18.46757,44.47807,-11.37664,-18.67333,44.2626,-11.27656,-18.44797,44.6114,-10.90798,
35.40151,-18.4637,44.47894,-11.38152,-18.66683,44.27336,-11.26818,-18.4351,44.59629,-10.94282,
35.57059,-18.45972,44.4816,-11.389,-18.65217,44.28633,-11.2522,-18.43027,44.50814,-10.98106,
35.71601,-18.45407,44.48423,-11.39377,-18.63366,44.29491,-11.2266,-18.42489,44.4168,-11.04599,
35.88874,-18.44007,44.48723,-11.3974,-18.57634,44.29941,-11.18737,-18.41994,44.31414,-11.10627,
36.0533,-18.42082,44.48916,-11.40206,-18.52024,44.29678,-11.17776,-18.37496,44.28637,-11.11234,
36.19974,-18.4036,44.48888,-11.40487,-18.47513,44.28777,-11.16514,-18.34924,44.30613,-11.12891,
36.36739,-18.38109,44.48634,-11.40343,-18.42858,44.28288,-11.1602,-18.35505,44.31835,-11.14897,
36.54033,-18.36288,44.48416,-11.39507,-18.4277,44.29113,-11.16143,-18.33085,44.31484,-11.15773,
36.71576,-18.33639,44.47195,-11.39431,-18.40989,44.28308,-11.14766,-18.30694,44.29681,-11.13892,
36.89141,-18.3169,44.50019,-11.37526,-18.37943,44.26417,-11.14151,-18.28969,44.27869,-11.13211,
37.04245,-18.30176,44.5765,-11.39082,-18.32701,44.23774,-11.1291,-18.23392,44.24131,-11.12941,
37.18839,-18.26972,44.57749,-11.43407,-18.28953,44.23004,-11.11856,-18.19227,44.22144,-11.12413,
37.35454,-18.09689,44.60123,-11.48822,-18.25656,44.24172,-11.10256,-18.16009,44.2298,-11.1132,
37.51961,-17.91128,44.55755,-11.41924,-18.20042,44.25684,-11.06203,-18.10545,44.24203,-11.07835,
37.68907,-17.85611,44.4211,-11.27435,-18.117,44.26718,-10.9866,-18.02542,44.24911,-10.99523,
37.83366,-17.83627,44.28479,-11.15366,-18.04758,44.24637,-10.92429,-17.95643,44.22717,-10.9322,
38.00271,-17.82189,44.17246,-11.05237,-17.998,44.1976,-10.86229,-17.90726,44.1779,-10.86499,
38.16648,-17.78655,44.13097,-10.99721,-17.97361,44.15544,-10.82428,-17.88386,44.13098,-10.82273,
38.33945,-17.77506,44.11314,-10.9668,-17.95812,44.13021,-10.80775,-17.86547,44.10054,-10.80224,
38.52162,-17.76263,44.09887,-10.93814,-17.95107,44.11646,-10.79578,-17.85699,44.09109,-10.78642,
38.71228,-17.74778,44.09065,-10.92129,-17.94672,44.10367,-10.79495,-17.8583,44.08832,-10.7908,
38.85751,-17.73071,44.08979,-10.90633,-17.94142,44.10401,-10.79594,-17.85591,44.08667,-10.79705,
39.02879,-17.7251,44.06914,-10.89353,-17.93529,44.1003,-10.80185,-17.85911,44.08697,-10.80334,
39.19806,-17.72252,44.06069,-10.91394,-17.93091,44.09233,-10.80783,-17.86185,44.0815,-10.80396,
39.3751,-17.72168,44.06352,-10.92572,-17.93562,44.0945,-10.82376,-17.86621,44.09371,-10.83394,
39.55544,-17.71898,44.06501,-10.9443,-17.9338,44.10127,-10.84484,-17.86969,44.09792,-10.84702,
39.7008,-17.72166,44.06579,-10.94293,-17.94388,44.10172,-10.85101,-17.87091,44.09899,-10.85016,
39.88104,-17.7222,44.0654,-10.9456,-17.94288,44.1004,-10.84663,-17.87099,44.09931,-10.85116,
40.06294,-17.72305,44.06579,-10.94677,-17.94168,44.09816,-10.84056,-17.87001,44.09781,-10.84695,
40.22546,-17.7234,44.06607,-10.94763,-17.94128,44.09743,-10.83903,-17.86984,44.09732,-10.84561,
40.40218,-17.72354,44.06627,-10.9488,-17.9399,44.09557,-10.83325,-17.8678,44.09457,-10.83795,
40.58669,-17.72399,44.06631,-10.94893,-17.93994,44.09512,-10.83201,-17.86716,44.0933,-10.83397,
40.78943,-17.72391,44.06607,-10.94846,-17.93948,44.09425,-10.82958,-17.8656,44.09116,-10.82801,
40.93668,-17.72368,44.06583,-10.94803,-17.93885,44.09325,-10.82725,-17.86438,44.08932,-10.82362,
41.10292,-17.72335,44.06551,-10.94701,-17.93834,44.09274,-10.8252,-17.86345,44.08813,-10.81977,
41.276,-17.7233,44.06545,-10.94697,-17.93806,44.09221,-10.82427,-17.86253,44.08694,-10.81686,
41.4552,-17.72302,44.06548,-10.94654,-17.93747,44.09164,-10.82202,-17.86178,44.08612,-10.81411,
41.63823,-17.72313,44.06522,-10.9464,-17.93722,44.09104,-10.82049,-17.86137,44.08537,-10.81206,
elapsedTime,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z
0.02,-34.67757,45.27652,-14.43968,-35.16,45.017,-14.71,-35.16,44.186,-14.71,
0.4638344,-35.16039,44.47843,-14.6352,-34.93226,44.36109,-14.28669,-34.71213,44.32362,-14.31827,
0.9561177,-35.23915,44.49189,-14.7463,-35.329,44.47433,-14.47468,-34.66399,44.40775,-14.59608,
1.140883,-35.26513,44.49083,-14.75689,-35.39637,44.47272,-14.49375,-34.55857,44.42113,-14.66314,
1.293728,-35.27668,44.49347,-14.76012,-35.41213,44.47329,-14.49738,-34.50112,44.42408,-14.70844,
1.450472,-35.28928,44.4915,-14.75716,-35.43402,44.46946,-14.50792,-34.47612,44.39596,-14.74142,
1.582331,-35.29848,44.49204,-14.75197,-35.43976,44.47188,-14.51278,-34.47721,44.36439,-14.75038,
1.725785,-35.30704,44.49449,-14.7512,-35.44535,44.47155,-14.51342,-34.47742,44.35197,-14.75616,
1.849367,-35.31116,44.49378,-14.75221,-35.45085,44.47139,-14.51824,-34.47922,44.34921,-14.75589,
1.984621,-35.31208,44.49387,-14.75262,-35.45651,44.47151,-14.5249,-34.47791,44.34815,-14.75805,
2.121356,-35.31246,44.49399,-14.75316,-35.45886,44.47166,-14.53098,-34.47555,44.34783,-14.76139,
2.249751,-35.31331,44.49399,-14.75322,-35.45914,44.47135,-14.53236,-34.47496,44.34676,-14.76441,
2.384099,-35.31363,44.4935,-14.75317,-35.45637,44.47158,-14.52995,-34.47396,44.34374,-14.76947,
2.521406,-35.31426,44.49321,-14.75142,-35.45276,44.47235,-14.52227,-34.47601,44.34375,-14.77111,
2.665526,-35.31412,44.49233,-14.74243,-35.45,44.4735,-14.51054,-34.50795,44.38515,-14.7474,
2.804739,-35.31175,44.49829,-14.73693,-35.45521,44.47411,-14.50597,-34.62416,44.45079,-14.69983,
2.964658,-19.48204,44.50254,-11.97924,-19.63689,44.47246,-11.72863,-18.97669,44.44883,-11.87556,
3.09931,-19.47041,44.50218,-11.98829,-19.63169,44.47032,-11.7286,-19.08334,44.41246,-11.8455,
3.264749,-19.45925,44.49987,-11.99272,-19.62615,44.46781,-11.72928,-19.14073,44.35629,-11.80935,
3.432464,-19.46018,44.50045,-11.98818,-19.61851,44.4663,-11.72896,-19.1622,44.33214,-11.79127,
3.554129,-19.47125,44.50003,-11.97843,-19.61277,44.46486,-11.71722,-19.17608,44.32968,-11.78258,
3.688167,-19.49867,44.49797,-11.96601,-19.60411,44.46236,-11.69471,-19.1907,44.33199,-11.7788,
3.822264,-19.50991,44.49844,-11.96484,-19.5989,44.45929,-11.67598,-19.2034,44.32985,-11.77353,
3.954731,-19.50987,44.49894,-11.96335,-19.60062,44.45755,-11.66973,-19.20897,44.32629,-11.76864,
4.089719,-19.50724,44.50168,-11.96516,-19.59999,44.45817,-11.66594,-19.21179,44.32696,-11.76771,
4.222177,-19.50208,44.50149,-11.96667,-19.60516,44.45844,-11.66586,-19.21099,44.32701,-11.76679,
4.35746,-19.49837,44.50261,-11.96753,-19.605,44.45841,-11.66731,-19.20356,44.32109,-11.76673,
4.492006,-19.48967,44.50264,-11.96758,-19.60608,44.45872,-11.66907,-19.19837,44.31152,-11.76789,
4.626474,-19.47307,44.50085,-11.96726,-19.60765,44.45935,-11.67164,-19.19247,44.30212,-11.76827,
4.761636,-19.46207,44.50045,-11.96895,-19.60866,44.46056,-11.67211,-19.18681,44.29576,-11.77024,
4.895578,-19.45806,44.50006,-11.96965,-19.61228,44.46162,-11.6741,-19.18293,44.2929,-11.77263,
5.030723,-19.45715,44.49969,-11.96727,-19.61623,44.46252,-11.677,-19.18194,44.29231,-11.77255,
5.163151,-19.46246,44.50026,-11.96301,-19.61672,44.46315,-11.68229,-19.18262,44.29177,-11.77209,
5.302036,-19.4698,44.50006,-11.95237,-19.61933,44.46281,-11.68355,-19.18475,44.28925,-11.76261,
5.443521,-19.46395,44.49997,-11.88141,-19.61133,44.46348,-11.61495,-19.17823,44.28915,-11.69021,
5.577454,-19.40678,44.49981,-11.75876,-19.55622,44.464,-11.48909,-19.12294,44.29103,-11.56456,
5.712037,-19.28112,44.49902,-11.58703,-19.43356,44.46485,-11.31291,-19.00114,44.29402,-11.39009,
5.845095,-19.07492,44.49517,-11.41668,-19.23347,44.46534,-11.14021,-18.79773,44.29957,-11.21879,
5.983256,-18.91438,44.49047,-11.33384,-19.07875,44.46662,-11.05922,-18.63774,44.32217,-11.13995,
6.116169,-18.91607,44.48394,-11.32936,-19.08042,44.46779,-11.06265,-18.65523,44.35604,-11.1317,
6.246715,-18.91649,44.47944,-11.32695,-19.08327,44.46847,-11.06337,-18.65815,44.38542,-11.10304,
6.381079,-18.91597,44.47796,-11.32425,-19.08958,44.46998,-11.06519,-18.64131,44.39253,-11.07017,
6.517624,-18.91546,44.47789,-11.32073,-19.09338,44.47034,-11.06649,-18.62535,44.37766,-11.03412,
6.656608,-18.91472,44.47703,-11.31654,-19.09186,44.47002,-11.06441,-18.62259,44.36949,-11.0108,
6.784847,-18.92992,44.47826,-11.29135,-19.10415,44.47021,-11.04225,-18.63811,44.3674,-10.9814,
6.920579,-18.97667,44.47882,-11.21278,-19.14976,44.47051,-10.96361,-18.6736,44.35751,-10.90014,
7.054747,-19.0507,44.47972,-11.15837,-19.22616,44.47051,-10.90538,-18.72367,44.35028,-10.85496,
7.210076,-19.04371,44.48139,-11.1641,-19.22554,44.4707,-10.90738,-18.68794,44.34553,-10.88183,
7.346495,-19.03651,44.48292,-11.16984,-19.22186,44.46999,-10.90733,-18.64466,44.35232,-10.89953,
7.478402,-19.03131,44.48284,-11.17147,-19.21695,44.46887,-10.90416,-18.59827,44.36159,-10.90241,
7.613618,-19.02573,44.48387,-11.17272,-19.21008,44.46734,-10.90044,-18.56462,44.36277,-10.88971,
7.746962,-19.02029,44.48388,-11.17166,-19.20412,44.46609,-10.89741,-18.54725,44.3619,-10.87256,
7.881813,-19.01687,44.48333,-11.17072,-19.20083,44.46538,-10.89554,-18.53689,44.37066,-10.85434,
8.037733,-19.01598,44.48439,-11.17014,-19.19899,44.46455,-10.89388,-18.53285,44.42919,-10.85212,
8.169941,-19.01783,44.48517,-11.17022,-19.19981,44.46479,-10.89431,-18.53486,44.5102,-10.86467,
8.304931,-19.02096,44.48579,-11.17166,-19.20211,44.46558,-10.89513,-18.53893,44.57451,-10.88106,
8.438457,-19.02269,44.48713,-11.17431,-19.20605,44.46648,-10.89891,-18.54355,44.60795,-10.89506,
8.57261,-19.02305,44.48673,-11.17636,-19.20731,44.46693,-10.90038,-18.54594,44.62065,-10.90511,
8.708674,-19.02162,44.48219,-11.17768,-19.20862,44.46728,-10.90129,-18.54361,44.57893,-10.89679,
8.841669,-19.01768,44.4742,-11.17754,-19.21114,44.46808,-10.90421,-18.53677,44.4654,-10.87374,
8.975868,-19.0135,44.47017,-11.177,-19.21224,44.46842,-10.90935,-18.52534,44.34618,-10.8692,
9.108879,-19.01063,44.46858,-11.17573,-19.21085,44.4681,-10.90921,-18.51768,44.27363,-10.87299,
9.241391,-19.00737,44.46693,-11.17468,-19.20793,44.46748,-10.90714,-18.51932,44.22319,-10.87764,
9.376661,-19.00635,44.46612,-11.1733,-19.20695,44.46728,-10.90611,-18.52452,44.18175,-10.88498,
9.511604,-19.00702,44.46575,-11.17328,-19.20604,44.46717,-10.9053,-18.52815,44.15819,-10.89003,
9.646017,-19.00845,44.46638,-11.17417,-19.20705,44.46719,-10.90689,-18.52716,44.15221,-10.89113,
9.782177,-19.00991,44.46883,-11.17584,-19.20652,44.46701,-10.9066,-18.51941,44.22587,-10.87994,
9.9139,-19.01284,44.47446,-11.17725,-19.20647,44.467,-10.90553,-18.51657,44.38215,-10.88064,
10.04745,-19.01778,44.47826,-11.17719,-19.209,44.46739,-10.90531,-18.52687,44.53855,-10.90641,
10.20438,-19.02382,44.47994,-11.17808,-19.21357,44.46852,-10.90609,-18.54918,44.64351,-10.94276,
10.33619,-19.02742,44.48005,-11.18062,-19.21695,44.46913,-10.90809,-18.55358,44.65118,-10.95043,
10.47271,-19.02913,44.47858,-11.18337,-19.21765,44.46931,-10.90869,-18.53671,44.58478,-10.92582,
10.60702,-19.03028,44.47832,-11.18392,-19.2203,44.46996,-10.91145,-18.51962,44.43935,-10.89068,
10.74154,-19.02919,44.47701,-11.18308,-19.22141,44.47009,-10.91315,-18.51903,44.27688,-10.88007,
10.87743,-19.02721,44.47856,-11.1808,-19.22096,44.46994,-10.91202,-18.5269,44.16793,-10.88335,
11.00901,-19.02504,44.47702,-11.17733,-19.21835,44.46933,-10.9087,-18.5351,44.14158,-10.88128,
11.14194,-19.02748,44.47799,-11.17591,-19.215,44.46858,-10.90672,-18.53173,44.21145,-10.86534,
11.2804,-19.03293,44.48085,-11.17562,-19.21408,44.4692,-10.90705,-18.52941,44.36997,-10.85775,
11.40873,-19.0376,44.48306,-11.17795,-19.21702,44.4705,-10.90896,-18.54038,44.54726,-10.88715,
11.5476,-19.04139,44.48426,-11.18201,-19.21724,44.47188,-10.9057,-18.55948,44.66019,-10.92803,
11.67773,-19.04406,44.48672,-11.18693,-19.21539,44.47211,-10.90387,-18.56908,44.69355,-10.95089,
11.81211,-19.04691,44.48814,-11.19345,-19.21728,44.47245,-10.90411,-18.5652,44.66528,-10.94648,
11.94849,-19.04616,44.48932,-11.19741,-19.21849,44.47259,-10.90726,-18.54204,44.60693,-10.91329,
12.07943,-19.04257,44.48999,-11.19605,-19.21917,44.47288,-10.91002,-18.53012,44.55869,-10.87667,
12.21231,-19.03961,44.4889,-11.19276,-19.21873,44.4725,-10.90951,-18.52962,44.52206,-10.85075,
12.34685,-19.04076,44.48671,-11.18924,-19.22114,44.47291,-10.90813,-18.53482,44.44992,-10.84022,
12.48197,-19.04406,44.48355,-11.18499,-19.22608,44.47359,-10.90758,-18.55006,44.33527,-10.8476,
12.61767,-19.04329,44.48095,-11.18328,-19.22781,44.47404,-10.90888,-18.56205,44.22275,-10.86158,
12.75051,-19.04136,44.48156,-11.18335,-19.22651,44.47352,-10.91051,-18.55601,44.19617,-10.86403,
12.90665,-19.03681,44.48253,-11.18243,-19.22145,44.47225,-10.90622,-18.54711,44.33631,-10.857,
13.04031,-19.03494,44.48374,-11.18237,-19.21526,44.47124,-10.90095,-18.54861,44.49084,-10.87525,
13.17396,-19.03553,44.48529,-11.18331,-19.21308,44.47073,-10.89929,-18.55444,44.58337,-10.89697,
13.33011,-19.03697,44.48653,-11.18416,-19.21439,44.47087,-10.90074,-18.54904,44.60942,-10.90376,
13.46549,-19.03702,44.48627,-11.18368,-19.21607,44.47114,-10.90117,-18.53994,44.58085,-10.88753,
13.59912,-19.03699,44.48565,-11.18325,-19.21644,44.47138,-10.90132,-18.52846,44.52461,-10.86261,
13.7552,-19.03886,44.48308,-11.1814,-19.21786,44.47198,-10.90304,-18.5184,44.4195,-10.84541,
13.88939,-19.03704,44.47902,-11.17866,-19.21653,44.47453,-10.90269,-18.53453,44.29525,-10.85595,
14.02534,-19.02882,44.47762,-11.18045,-19.20976,44.47569,-10.89655,-18.56138,44.19013,-10.88248,
14.16342,-19.01348,44.47953,-11.18901,-19.18703,44.47395,-10.91198,-18.57259,44.19134,-10.89232,
14.2958,-18.99946,44.48293,-11.19822,-19.12735,44.46183,-10.92113,-18.58392,44.33338,-10.89781,
14.42576,-18.98745,44.48782,-11.21574,-19.0676,44.46352,-10.92507,-18.57979,44.53233,-10.90651,
14.56,-18.98225,44.48902,-11.23177,-19.02565,44.46561,-10.93095,-18.57418,44.6521,-10.91961,
14.69652,-18.98532,44.49134,-11.23778,-18.98938,44.45703,-10.93451,-18.6279,44.6365,-10.96184,
14.83764,-18.98856,44.49287,-11.24168,-18.92344,44.43288,-10.93598,-18.69333,44.51263,-10.99091,
14.96198,-18.97992,44.49683,-11.25119,-18.87442,44.39584,-10.9495,-18.70092,44.42253,-11.02062,
15.0956,-18.96555,44.49794,-11.25949,-18.83668,44.35508,-10.96317,-18.69889,44.37716,-11.0265,
15.22918,-18.95411,44.49718,-11.26196,-18.81754,44.33357,-10.9601,-18.70095,44.36002,-11.01494,
15.36307,-18.94612,44.49673,-11.26005,-18.81031,44.32526,-10.96037,-18.70814,44.35773,-11.00393,
15.49726,-18.94136,44.4961,-11.25409,-18.82362,44.32295,-10.95153,-18.72039,44.36208,-10.99592,
15.63225,-18.93601,44.49711,-11.24309,-18.84593,44.32232,-10.94273,-18.74107,44.35664,-10.97764,
15.76635,-18.92207,44.48881,-11.24098,-18.8604,44.32181,-10.93894,-18.75106,44.34994,-10.96783,
15.89977,-18.91392,44.48063,-11.23897,-18.86612,44.31477,-10.94017,-18.75577,44.34098,-10.96831,
16.04089,-18.9093,44.47388,-11.23165,-18.87216,44.30812,-10.9437,-18.75912,44.32726,-10.96957,
16.167,-18.8856,44.49738,-11.22586,-18.87682,44.30487,-10.94031,-18.76306,44.32011,-10.96515,
16.30696,-18.83819,44.56189,-11.25597,-18.88681,44.30391,-10.93342,-18.77139,44.31496,-10.95614,
16.43357,-18.72721,44.62092,-11.35727,-18.90301,44.30778,-10.92418,-18.78762,44.31873,-10.94234,
16.5667,-18.55423,44.63124,-11.40753,-18.908,44.31889,-10.90492,-18.7926,44.32741,-10.91678,
16.70086,-18.42602,44.63434,-11.29777,-18.84605,44.35855,-10.86236,-18.73025,44.35944,-10.87421,
16.82587,-18.42063,44.5574,-11.15266,-18.76673,44.39013,-10.81004,-18.65058,44.396,-10.82645,
16.96032,-18.44445,44.43075,-11.02095,-18.69137,44.35886,-10.74729,-18.5787,44.3727,-10.7668,
17.09852,-18.45091,44.32262,-10.94135,-18.63507,44.29242,-10.70124,-18.51921,44.28686,-10.71285,
17.25093,-18.42832,44.23157,-10.8818,-18.59665,44.20988,-10.65489,-18.48052,44.19254,-10.6623,
17.38453,-18.4047,44.17039,-10.84003,-18.57597,44.16452,-10.62903,-18.46206,44.13065,-10.63184,
17.52112,-18.39281,44.1305,-10.81206,-18.56056,44.14565,-10.61677,-18.44866,44.10802,-10.62231,
17.65385,-18.38233,44.11489,-10.7912,-18.54887,44.13717,-10.60693,-18.43823,44.10758,-10.61347,
17.78812,-18.371,44.10328,-10.77462,-18.53782,44.13047,-10.6041,-18.43216,44.10533,-10.61314,
17.92152,-18.36404,44.0932,-10.76271,-18.52977,44.12045,-10.60178,-18.43206,44.10384,-10.61186,
18.0561,-18.35191,44.09451,-10.75286,-18.51588,44.10051,-10.60142,-18.44608,44.10017,-10.61299,
18.21365,-18.32406,44.08268,-10.7413,-18.51242,44.09226,-10.60761,-18.44441,44.09886,-10.62982,
18.34403,-18.31262,44.06627,-10.73761,-18.51316,44.09369,-10.60851,-18.44303,44.09373,-10.61604,
18.47694,-18.31138,44.05536,-10.75052,-18.51504,44.09007,-10.6098,-18.44463,44.08615,-10.60576,
18.61297,-18.30869,44.05325,-10.74307,-18.51945,44.08837,-10.61222,-18.44443,44.0867,-10.60546,
18.7464,-18.30873,44.05366,-10.74063,-18.52135,44.08154,-10.61079,-18.4461,44.08754,-10.60621,
18.87885,-18.3095,44.05466,-10.74181,-18.51036,44.07115,-10.57222,-18.44614,44.08792,-10.60678,
19.0143,-18.31082,44.05588,-10.74501,-18.50606,44.06085,-10.54189,-18.44694,44.08834,-10.6087,
19.14817,-18.3127,44.05765,-10.75072,-18.50841,44.06562,-10.54905,-18.44708,44.08887,-10.61029,
19.27213,-18.31449,44.05921,-10.75551,-18.51225,44.07192,-10.5663,-18.4475,44.08945,-10.61164,
19.4155,-18.31656,44.06142,-10.762,-18.51371,44.07488,-10.5758,-18.44788,44.09071,-10.61506,
19.54948,-18.31858,44.06306,-10.76739,-18.5159,44.07755,-10.58425,-18.4492,44.0919,-10.61897,
19.68463,-18.32015,44.06466,-10.7721,-18.51719,44.07983,-10.59038,-18.44976,44.09298,-10.62157,
19.81765,-18.3216,44.06608,-10.77595,-18.51864,44.08212,-10.59649,-18.4507,44.09414,-10.62472,
19.95283,-18.32269,44.06743,-10.78023,-18.51938,44.08404,-10.60216,-18.45061,44.09466,-10.62626,
20.08676,-18.32414,44.06864,-10.78371,-18.52126,44.08643,-10.6088,-18.45162,44.09565,-10.62873,
20.21165,-18.32488,44.06936,-10.78621,-18.52242,44.08834,-10.61454,-18.45213,44.09642,-10.63085,
20.35402,-18.32612,44.07023,-10.78916,-18.52384,44.09052,-10.62067,-18.4529,44.09711,-10.63322,
elapsedTime,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z
0.02,-34.56076,45.10261,-14.34815,-35.16,45.017,-14.71,-35.16,44.186,-14.71,
0.5470307,-35.11855,44.48439,-14.59886,-34.69452,44.10326,-14.20547,-34.75781,44.0887,-14.18812,
0.911099,-35.13919,44.49169,-14.6254,-34.68752,44.13139,-14.23279,-34.7522,44.09957,-14.13216,
1.073127,-35.15233,44.49275,-14.63856,-34.69648,44.22207,-14.25507,-34.76825,44.1683,-14.10863,
1.22245,-35.1646,44.49091,-14.65257,-34.73186,44.30282,-14.31528,-34.85632,44.25175,-14.28135,
1.374136,-35.17277,44.48765,-14.66607,-34.76896,44.32168,-14.39756,-34.96032,44.3054,-14.33526,
1.561967,-35.19137,44.48872,-14.67756,-34.80343,44.30125,-14.46132,-35.09,44.34418,-14.38675,
1.705931,-35.19731,44.49499,-14.69077,-34.75489,44.26095,-14.48184,-35.18044,44.37404,-14.41072,
1.853131,-35.20807,44.49767,-14.69404,-34.67356,44.24408,-14.51775,-35.2373,44.39237,-14.41796,
