PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,elapsedTime,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportStart.x,TeleportStart.y,TeleportStart.z,TeleportEnd.x,TeleportEnd.y,TeleportEnd.z
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,19.66722,-24.84319,44.47174,-7.133951,-25.25569,44.295,-6.970382,-25.12504,44.26809,-6.958049,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,19.81186,-24.88149,44.2509,-6.975976,-25.24282,44.23989,-6.885852,-25.12959,44.20961,-6.867256,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,19.95014,-24.88558,44.10451,-6.879314,-25.24312,44.20158,-6.83295,-25.11692,44.16277,-6.809829,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.08366,-24.86993,44.01855,-6.825453,-25.24415,44.17005,-6.805912,-25.12131,44.13144,-6.781485,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.21896,-24.85172,43.99165,-6.818895,-25.25126,44.14524,-6.79438,-25.1314,44.10834,-6.765954,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.36309,-24.81115,44.00344,-6.869848,-25.25996,44.13828,-6.792117,-25.13612,44.10207,-6.760209,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.48744,-24.72316,43.98339,-6.92343,-25.26698,44.13466,-6.789095,-25.13975,44.09798,-6.75186,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.61686,-24.65723,43.94072,-6.992283,-25.2676,44.12783,-6.783687,-25.13709,44.09039,-6.742579,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.75197,-24.6408,43.89551,-7.021273,-25.26935,44.12042,-6.779903,-25.13477,44.08147,-6.734039,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.88795,-24.63671,43.86489,-7.034434,-25.27062,44.11008,-6.780446,-25.13844,44.07408,-6.73142,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.02266,-24.62584,43.86316,-7.036022,-25.33732,44.12493,-6.785154,-25.13916,44.07017,-6.755178,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.15545,-24.61599,43.85878,-7.033995,-25.35592,44.11582,-6.782675,-25.15582,44.06722,-6.759037,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.28972,-24.61798,43.85865,-7.030178,-25.3829,44.10572,-6.778607,-25.17336,44.06617,-6.77345,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.42381,-24.61301,43.85689,-7.026869,-25.42646,44.12605,-6.76282,-25.18904,44.06047,-6.797729,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.55902,-24.61245,43.85546,-7.02604,-25.4524,44.13573,-6.763476,-25.20257,44.05811,-6.816867,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.68938,-24.6126,43.85214,-7.021701,-25.5585,44.16808,-6.774944,-25.74744,44.11659,-6.923526,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.82309,-24.61285,43.8523,-7.022228,-25.61516,44.18403,-6.780636,-25.87081,44.13216,-6.957903,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.96063,-24.61256,43.85326,-7.023332,-25.68395,44.20755,-6.791404,-25.99868,44.14879,-6.999588,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.09507,-24.61474,43.85169,-7.024607,-25.74714,44.22704,-6.795413,-26.02599,43.14921,-8.342306,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.22977,-24.61477,43.85287,-7.025743,-26.02599,43.14921,-8.342306,-26.02599,43.14921,-8.342306,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.36461,-24.61524,43.85353,-7.026938,-26.02599,43.14921,-8.342306,-26.02599,43.14921,-8.342306,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.49579,-24.61555,43.85379,-7.027724,-26.02599,43.14921,-8.342306,-26.02599,43.14921,-8.342306,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.62753,-24.61575,43.85382,-7.028144,-26.02599,43.14921,-8.342306,-26.02599,43.14921,-8.342306,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.76173,-24.61525,43.85382,-7.027984,-26.02599,43.14921,-8.342306,-26.02599,43.14921,-8.342306,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.89864,-24.61555,43.85342,-7.027574,-26.02599,43.14921,-8.342306,-26.02599,43.14921,-8.342306,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.03293,-24.61561,43.85314,-7.027068,-26.02599,43.14921,-8.342306,-26.02599,43.14921,-8.342306,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.16874,-24.61529,43.85281,-7.026601,-26.02599,43.14921,-8.342306,-26.02599,43.14921,-8.342306,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.30511,-24.61528,43.85225,-7.025846,-26.02599,43.14921,-8.342306,-26.02599,43.14921,-8.342306,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.43841,-24.61438,43.85214,-7.024486,-26.02599,43.14921,-8.342306,-26.02599,43.14921,-8.342306,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.57161,-24.61436,43.85151,-7.023937,-26.02599,43.14921,-8.342306,-25.11434,44.05893,-6.722026,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.70165,-24.61391,43.85129,-7.022734,-25.20064,44.06343,-6.76027,-25.11361,44.05706,-6.711486,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.83598,-24.61386,43.85087,-7.022341,-25.19958,44.06367,-6.763577,-25.11386,44.0573,-6.713939,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.97161,-24.61349,43.85081,-7.021691,-25.20012,44.06451,-6.764266,-25.11397,44.05743,-6.713478,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,24.10642,-24.6139,43.85053,-7.021415,-25.20104,44.06561,-6.767791,-25.11451,44.05729,-6.713639,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,24.22927,-24.61364,43.85032,-7.021343,-25.2011,44.06604,-6.769721,-25.11416,44.05716,-6.713687,,,,,,,
